Date / Time	City	State	Shape	Duration	Summary	Posted
11/28/14 22:40	Berlin	MD	Unknown	Still happening	Object in the sky on Maryland's eastern shore. ((NUFORC Note: Possible  sighting of a "twinkling" star? PD))	12/05/2014
11/28/14 22:18	Greenville	NC	Fireball	10 minutes	Slow moving fireball type objects moved upward in the sky before  disappearing.	12/05/2014
11/28/14 21:40	Raleigh	NC	Other	3-5 minutes	Multiple crafts delineated by bright, burnt orange colored lights over I-40  by Raleigh.	12/05/2014
11/28/14 20:00	Albuquerque (Kirtland AFB)	NM	Formation	15-30 seconds	Saw formation of a lot shape with bright orange lights hovering over  Albuquerque airport area. All were little then faded.	12/05/2014
11/28/14 19:50	Arvada	CO	Light	20 minutes	Orange "orb" up in Lookout Mountain in Golden.	12/05/2014
11/28/14 19:35	Conshohocken	PA	Other	:30	Extremely fast moving, v-shaped object.	12/05/2014
11/28/14 19:00	Mountlake Terrace	WA	Formation	30 min	Yellow/red strange lights in V shape.	12/05/2014
11/28/14 15:15	Gainesville	FL	Flash	1 seconds	Uniform flash of light seen inside, no source discovered.	12/05/2014
11/28/14 06:00	Marysville	MI	Unknown	2 minutes	Facing west and looking upward at about a 60 degree angle, I noticed a  perfect equilateral triangle of what appeared to be stars.	12/05/2014
11/28/14 04:00	Centerville	OH	Light	2 minutes	Bright green light with small red and white flashing lights hovering in one  spot.	12/05/2014
11/27/14 23:00	Santa Barbara County	CA	Circle	5 minutes	White orb appeared then flashed twice then moved quickly across the sky.	12/05/2014
11/27/14 23:00	Lehighton	PA	Light	:0030	Two green lights following my vehicle on the Pennsylvania Turnpike.  ((NUFORC Note: Report from member of law enforcement. PD))	12/05/2014
11/27/14 22:20	Oxnard	CA	Sphere	3 minutes	Orange planet orb.	12/05/2014
11/27/14 21:48	Lennox	CA	Fireball	36 seconds	((HOAX??)) Three orange fireballs in the sky. They were shifting from side  to side at first.	12/05/2014
11/27/14 21:30	Kingsland	GA	Disk	30 seconds	Saucer-shaped ufo hovering next to I 95 south near Jacksonville, FL,  airport with lights blinking on and off.	12/05/2014
11/27/14 21:30	Ormond Beach	FL	Other	45 seconds	I saw a glowing, orange colored burning flame for 45 seconds moving from  west to east.	12/05/2014
11/27/14 21:30	Custer	WA	Unknown	45 second	Partically delta-shaped object with two very bright forward lights.	12/05/2014
11/27/14 20:35	Miami	FL	Light	5 minutes	Orange orbs. ((NUFORC Note: Later reported to have been a launch of  "Chinese" lanterns. PD))	12/05/2014
11/27/14 20:20	Concord	NH		5 minutes	Turquois light radiating from sky to ground Thanksgiving november 27th 2014.	1/07/2015
11/27/14 20:00	Harrisburg	PA	Light	1:30	Red-orange, oval shaped light spotted over the Susquehanna River.	12/05/2014
11/27/14 20:00	Phoenix (northwest part)	AZ	Fireball	2 minutes	Large fireball with lights.	12/05/2014
11/27/14 20:00	Sonoma	CA	Light	9 minutes	A powerful blue beam of light 20-30 miles long at least with a very slow  rotation. It was not coming from the ground.	12/05/2014
11/27/14 19:45	Gurnee	IL	Sphere	5 minutes	Bright yellow-orange lights moving west over Lake County, IL.	12/05/2014
11/27/14 18:45	Phoenix	AZ	Diamond	15 minutes	They were close enough to get a good look but not a good recording.  I was driving on the I17. Just past the airport and on the righ	12/05/2014
11/27/14 18:45	Santa Barbara	CA		5 seconds apart	White bright flash lit hole sky twice 5 seconds apart.	12/05/2014
11/27/14 18:35	Manassas	VA	Light	10 minutes	6 red lights near Lake Jackson.	12/05/2014
11/27/14 18:16	DeLand	FL	Fireball	1 minute	3 yellow-orange fireballs flying in a triangle formation from north to  south, then a single one followed.	12/05/2014
11/27/14 18:10	Glendale	CA	Teardrop	5 minutes	TWO "RED FLAME WITH YELLOW CENTER" TEAR-DROP SHAPED CRAFTS -BURBANK, CA.	12/05/2014
11/27/14 18:00	St. Augustine	FL	Disk	2 minutes	A disc-shaped object, lit from underneath, drifted/hovered into our area  near the Crescent Beach Bridge in St Augustine, FL.	12/05/2014
11/27/14 18:00	Battlement Mesa	CO	Flash	2 minutes	Flash come and disappeared.	12/05/2014
11/27/14 17:49	Overland Park	KS	Other	10 minutes	Multiple red blue and white lights, that were together then split up in two  dazzle displays of light acrobatics! fast turns, sharpe	12/05/2014
11/27/14 17:30	Falcon (north of)	CO		1 second	Elliptical flash.	12/05/2014
11/27/14 07:30	Potter Valley	CA	Formation	3 minutes	5 reddish/orange lights moved slowly towards viewers, then turned north and  faded out.	12/05/2014
11/27/14 05:50	Ponca City	OK	Diamond	20 minutes	Diamond star ufo sighted.	12/05/2014
11/27/14 05:45	Denham Springs	LA	Cone	30 seconds	Three bright red objects moving across the evening sky.	12/05/2014
11/27/14				5 seconds	It was an extremely bright white oval light that disappeared after 5  seconds.	12/05/2014
11/26/14 23:55	Fredericton (Canada)	NB	Unknown	1	Blue flashing in the sky. ((NUFORC Note: Later reported by witness probably  to have been explosions of transformers. PD))	12/05/2014
11/26/14 23:29	Hagerstown	MD	Sphere	ongoing	Four white spheres going in methodical patterns over north Hagerstown, MD.  ((NUFORC Note: Advertising lights? PD))	12/05/2014
11/26/14 22:22	St. Johns	FL	Sphere	<60 seconds	Enormously fast, bright, gold/white, spherical light crossed sky from N to  S trajectory in 60 seconds.	12/05/2014
11/26/14 22:20	Santa Fe	NM	Light	10 minutes	Multi-colored orb jumping around.	12/05/2014
11/26/14 20:00	Myrtle Beach	SC	Light	15 minutes	Bright light moving erratically over the ocean.	12/05/2014
11/26/14 20:00	Cape Coral	FL	Sphere	5 minutes	7 yellow orbs in sky over Cape Coral, Fl.	12/05/2014
11/26/14 19:30	Treasure Cay (Bahamas)		Fireball	5 seconds	Yellow ball of light, moving vertically down towards the sea.	12/05/2014
11/26/14 19:00	Dallas	TX	Fireball	2 minutes	Orange flickering light moving through sky, then the light went out; could  see silver object moving away @ high speed. No noise.	12/05/2014
11/26/14 19:00	Lincolnton	NC	Triangle	2-5 min	Triangular light pattern. low..silent. flying in deliberate path of cover	11/26/14
11/26/14 18:00	Colorado Springs	CO	Light	5 minutes	I was sitting in my car with my little brother looking into the sky. There  were two specks of a yellowish light one flying N, one S.	12/05/2014
11/26/14 17:00	Wheat Ridge	CO	Egg	3:00	Glowing red, egg-shaped object standing upright with small end down with  white light on small tip. North to south travel.	12/05/2014
11/26/14 11:50	San Diego	CA	Other	5 minutes	Ribbon like object flies across the San Diego skyline.	12/05/2014
11/26/14 05:30	Brenham	TX	Oval	15-20 seconds	Oval, very dark with faint gold light, appeared to be spinning, gyrating,  motion as it moved silently away.	12/05/2014
11/26/14 04:30	New York City (Brooklyn)	NY	Other	20 seconds	I was on my way to work. 1 Object, Flashing lights, could not see body of  object. It did not move like conventional aircraft. It moved	12/05/2014
11/26/14 03:00	Lancaster	CA	Fireball	45 seconds	Fireball beamed me.	12/05/2014
11/25/14 22:30	Ft. Lauderdale	FL	Light	Varies	Bluish light over Ft. Lauderdale seen many times in the same area.	11/26/14
11/25/14 21:00	Adel	OK	Light	15 minutes	Two bright white lights moved at right angles very fast.	12/05/2014
11/25/14 21:00	Pearland	TX	Circle	20 minutes	UFO spotted.	11/26/14
11/25/14 20:30	Islamorada (Keys)	FL	Light	30 seconds	Series of five orange lights.	11/26/14
11/25/14 20:00	Bartlett	TN	Circle	5-10 minutes	5 orange glowing balls that traveled the same path of each other.	11/26/14
11/25/14 19:00	Richland	WA	Circle	10 minutes	About 7PM, I walked out my garage side door and noticed 3 circular shaped  objects with orange lights in a triangle formation.	12/05/2014
11/25/14 19:00	Yarmouth	MA	Light	10 seconds	I witnessed a huge ball of light at the Bass River Bridge. Looked like a  large ball of light moving in an upward direction.	12/12/2014
11/25/14 18:30	Oak Hill	WV	Triangle	2 hours	Giant levitating triangle followed our car with four people inside from  Stone Cliff to Oak Hill.	11/26/14
11/25/14 16:30	Colchester	VT	Light	3 seconds	Bright green object.	12/05/2014
11/25/14 15:30	Oklahoma City	OK	Circle	30 seconds	Group of light orbs in sky during the day.	11/26/14
11/25/14 10:23	Marmet	WV	Cylinder	12-15 minutes	11-25-14. Getting gas at Exxon gas station in Marmet, WV, as my truck was  facing N at 10:23AM, I notice two identical small objs.	11/26/14
11/25/14 05:30	Heber Springs	AR	Light	5 minutes	Saw these lights after witnessing a few commercial aircraft of some sort  flying in distance. Wasnt plane. No markers or lights were see	11/26/14
11/25/14 04:00	Lithia	FL	Circle	10 minutes	I saw on 11/25/14 at 4 am 3 lights at about cloud height moving slowly then  they just held still for about 10 minutes. 2 of them dimmed	11/26/14
11/25/14 02:45	Barnsley (UK/England)		Circle	3 minutes	4 different spherical lights of different colour. Rapidly moving.	11/26/14
11/25/14 01:00	Rochester	NH		5 hours	Wack harp like noise coming from sky every 10-20 minutes.	12/12/2014
11/24/14 23:25	Rochester	NY	Unknown	Seconds	Saw something shoot across the sky extremely fast.	11/26/14
11/24/14 23:17	Auburn Hills	MI	Triangle	2 minutes	11:17pm on 11,2014 I was driving east on Walton Blvd in Auburn Hills just  over the bridge, where the neighborhoods start and out	11/26/14
11/24/14 20:40	Altoona	PA	Disk	30 seconds	Orange, disc-shaped object with a tail appeared, curved slightly to the  right, then disappeared. Made a sound.	11/26/14
11/24/14 20:30	Dayton	OH	Triangle	5 minutes	Diamond shape with tail of lights and triangle ufo.	11/26/14
11/24/14 18:40	Manassas	VA	Unknown	90 seconds	Object hovering over homes in Manassas, VA.	11/26/14
11/24/14 18:25	Hockessin	DE	Oval	2 minutes	Bright lights hovering in air dimmed and flew eastward.	11/26/14
11/24/14 17:18	Los Angeles	CA	Light	8 minutes	Two rapidly blinking red lights in the west at dusk over Los Angeles.	11/26/14
11/24/14 17:00	Hatteras	NC	Triangle	20 minutes	Red lights form a triangle.	11/26/14
11/24/14 16:50	Sterling	VA	Other		A fire line in the sky for second time.	12/05/2014
11/24/14 08:00	Spring	TX	Egg	5 minutes	There was a hovering silver egg shaped object above Spring, Texas.	11/26/14
11/24/14 05:30	Halol (India)		Diamond	15 seconds	ON 24 OCTOBER 2014 MORNING 5.30AM I SAW A UFO IN HALOL GUJARAT INDIA POSTAL  CODE 389350, ITS LOOKS LIKE A STAR VERY FAST MOVING, I WAS	11/26/14
11/24/14	Rohnert Park	CA	Circle		Lights inside lights.	11/26/14
11/23/14 21:55	Oskaloosa	IA	Unknown	25 seconds	I was watching a movie and noticed out of the corner of my eye, through the  window, something in the sky. I ran to the window.	11/26/14
11/23/14 21:15	Orangeville (NW of city) (Canada)	ON	Light	5 minutes	Bright object emitting a spot light/ dissappeared as if someone flipped a  switch/ spot light facing West turned 90 degrees to the North	11/26/14
11/23/14 21:03	Waterloo	NY	Light	3 minutes	Extremely bright white, large, stationary light in west. overcast night. No  flashing or movement. Went into store, it was gone when we	11/26/14
11/23/14 21:00	Anza Borrego State Park	CA	Triangle	4 hours	Numerous UFO's with possibly reversed engineered military craft.	12/05/2014
11/23/14 21:00	Peoria	IL	Fireball		It was Nov. 23 around 9 o'clock I'm a sky dweller so I look up at the uh  sky alot very often u know and this time I uh see a star u k	11/26/14
11/23/14 20:15	Manchester (UK/England)		Triangle	10 seconds	Staring up at the stars. Saw a black triangle (with some lights on each  corner) move silently across the night.	11/26/14
11/23/14 20:00	Hagerstown	MD	Changing	1 hour	Observed 4 to 5 white lights in the sky about the size of football field.  They were initially moving in a circular pattern and then cha	11/26/14
11/23/14 20:00	Portland	OR	Formation	30 seconds	I was looking northeast and saw 4 very bright objects. I made my friend  stop the car and I got out and took 4 pictures with my phone.	12/05/2014
11/23/14 19:00	Daytona Beach	FL	Circle	5 minutes	Three round flashs of light over ocean.	11/26/14
11/23/14 18:40	Jacksonville	FL	Sphere	4 minutes approx	Driving west down J Turner Butler Boulevard (by the intercostal area) we  glanced up to see a white ball of light, standing still over t	11/26/14
11/23/14 18:20	Portland	OR	Unknown	10 minutes	I saw 5 UFOs over Portland, Oregon on November 23, 2014.	11/26/14
11/23/14 18:00	Riverside	CA	Triangle	3 minutes	A triangular object with 5 bright lights.	11/26/14
11/23/14 17:45	Santa Maria	CA	Changing	2 minutes	Bright flamelike silent flame-like object seen over central coast of  California,	11/26/14
11/23/14 17:25	Dover	NH	Fireball	5-7 minutes	Orange spheres travelling in a pack of 10-15 moving left to right across  the sky in Dover NH	11/26/14
11/23/14 17:00	Philadelphia	PA	Fireball	5 minutes	20+ fireball crafts flew over philadelphia and surrounding area. May have  been military presence, but did not appear to have flickering	11/26/14
11/23/14 16:00	Springfield	LA	Cigar	2 minutes	Saw weird cigar-like shape in sky in daylight.	11/26/14
11/23/14 10:00	Hinkley	CA		unknown	While searching google maps I came upon this image. I have looked at it  several times and I do not understand it. I lived in Hinkley.	12/05/2014
11/23/14 06:20	Thornton	CO	Circle	1 minute	Looked like floating balls of fire floating about 1000 ft above the ground  moving southeast rather quickly	11/26/14
11/23/14 01:00	Play Vista/Marina del Rey	CA	Fireball	5-6 seconds	Bright white ball with tail.	11/26/14
11/22/14 23:50	Dover	NH	Fireball	4-5 seconds	Bright green fireball with tail seen by many beside highway going into  Dover, near traffic lights	11/26/14
11/22/14 22:40	Manitowoc	WI	Light	~2 seconds	"Basketball" size ball flew in the sky in a "U" pattern the streaked  in-between the two apartment buildings.	11/26/14
11/22/14 22:30	Florence	SC	Circle	2 seconds	Green light falling from the sky very slowly, then disappeared.	11/26/14
11/22/14 22:00	Monaca	PA	Sphere	10-15 seconds	Object seen roughly 10 pm on right side coming down from the Beaver Valley  mall right before the underpass. Had square shaped strobes.	11/26/14
11/22/14 21:34	Orange	CA	Fireball	10-15 minutes	Three orange-red fireballs, coming from horizon and following upward-right  trajectory then fading away, one appearing after the other	12/05/2014
11/22/14 20:30	Jacksonville	NC	Circle	1 minute	Looking up in sky saw round circle orbit like.not a star...no way. A  airplane before it and one after we're with it. It moved quite	11/26/14
11/22/14 20:28	Clarksville	TN	Formation	3 minutes	Triangular red lights.	11/26/14
11/22/14 20:00	Rancho Santa Margarita	CA	Changing	10 seconds	((HOAX??)) It was an spiraling object.	11/26/14
11/22/14 19:00	Detroit	MI	Fireball	15 minutes	I was driving home down livernois ave going north, as I crossed west 6 mile  I saw about three red lights hovering low in the sky betwee	12/05/2014
11/22/14 19:00	Detroit	MI	Fireball	Livernois	((NUFORC Note: Witness provides no information about the event. PD))	11/26/14
11/22/14 19:00	Phillipsburg	KS	Unknown	19:45	7 objects with red, blue, and white lights and one moving star in Kansas  night sky	11/26/14
11/22/14 19:00	Fayetteville	GA	Flash	5 seconds	Green streak flies past road 2 or 3 times.	11/26/14
11/22/14 15:45	Murfreesboro	TN	Disk	10 seconds	Disc-shaped object falls vertically from sky then stalls before  disappearing.	11/26/14
11/22/14 12:30	Vineland	NJ	Unknown	~5 minutes	Two shapes see descending toward earth.	11/26/14
11/22/14 04:00	Odenton	MD	Light	10 minutes	4 bright lighted objects high up in ther sky hovering, and then moving away.	11/26/14
11/22/14 01:00	St. Augustine	FL	Circle	2 minutes	Self-illuminated or ground reflection off object?	12/05/2014
11/22/14 00:00	Atlantic Beach	FL	Changing	30 minutes	Unusual points of light in the Atlantic Beach sky.	11/26/14
11/22/14 00:00	Memphis	TN	Light	2 seconds	An extremely bright, white light shot across the sky that moved at a much  faster speed than any kind of airplane, then it vanished.	11/26/14
11/21/14 23:57	Fairfield	OH	Triangle	6 seconds	V-shaped lights over Fairfield & Hamilton Ohio.	11/26/14
11/21/14 23:05	Savannah/Jacksonville	GA	Fireball	3 minutes	Bright light, glowing red object, neon lights/tubes begin the glow!  ((NUFORC Note: Very reliable, and qualified, witnesses. PD))	11/26/14
11/21/14 22:00	Hidden Valley	CA	Fireball	10 seconds	Strange large fireball... not moving and then disappearing.	11/26/14
11/21/14 21:00	Pasadena	MD	Formation	4-5 minutes	Orange orbs flying in patterns/formation.	11/26/14
11/21/14 20:20	Roseville	CA	Fireball	5 seconds	Fireball in northern sky near Roseville, CA.	11/26/14
11/21/14 20:00	Rockford	AL	Cigar	3 hours	Bright multi-colored image in the eastern part of sky moving erratically  with flashing lights. Then after about an hour one image turn	11/26/14
11/21/14 19:24	Mentor	OH	Unknown	30 minutes	Wave formations of lights exceeding 70 aircraft that looked like small  balls of fire.	11/26/14
11/21/14 18:30	St. Louis	MO	Other	10 minutes	Swirling lights following me, but as if to be chasing each other at same  time.	11/26/14
11/21/14 18:00	Farmington	CT	Triangle	4 minutes	((HOAX??)) It was big, quiet and triangular.	11/26/14
11/21/14 17:10	Farmington Hills	MI	Light	15 minutes	I was driving westbound on 1-696 at approx 5:10 p.m. I witnessed what  appeared to be at very high altitude, short chemtrails.	11/26/14
11/21/14 17:10	Chantilly	VA	Other	5 minutes	Double fire lane falling from the sky.	12/05/2014
11/21/14 17:00	Columbia	MD	Egg	10-20min	((HOAX??)) While sitting in traffic, I noticed three specks in the sky.	11/26/14
11/21/14 16:55	Linthicum	MD	Unknown	5-7 minutes	3 close and slow moving (?), flaming objects high in atmosphere, moving  southerly toward a common focal point- mid atlantic/BWI region.	11/21/14
11/21/14 16:30	Columbia (going toward on 295)	MD	Unknown	Drove away from view but	On the way to Hickory Ridge Rd. either 295 to 95 Howard County. Two going  down parallel with one coming down behind them . Looked like	11/26/14
11/21/14 16:30	Somerset (?)	NJ	Unknown	10 minutes	I was in a car with my family on our way home and it was during sunset. I'm  not completely sure if it was a ufo, however I believe it w	11/21/14
11/21/14 06:00	Millsboro	DE	Circle	40 seconds	White red glowing orb flying west to east at medium rate of speed but  faster then any plane I've seen.	11/21/14
11/21/14 05:30	Millsboro	DE	Oval	20 seconds	White bright orb pulsing.	11/21/14
11/21/14 04:50	Carbondale	IL	Light	1 hour	Comet-like white orb of light abruptly stops in the sky and slowly hovers  around the skies south of Carbondale.	11/21/14
11/21/14 04:00	Hickory Hills	IL	Light	5 minutes	At approximately 3:30AM 11-21-14 my 1 year old grandaughter woke up crying.  After getting her comforted and back to sleep (about 4:00AM	12/05/2014
11/21/14 02:30	Mysore (India)		Triangle	5 seconds	Dim big Lights at the corner of a dark triangle shaped object emiting  lights for about 5 sec vanished suddenly.	11/21/14
11/20/14 23:20	Torrance	CA	Oval	30 seconds	Red balloon-like orb traveling at a high rate of speed.	11/21/14
11/20/14 22:00	Tahlequah	OK	Triangle	4 seconds	Triangle craft with lights at corners moving silently.	11/21/14
11/20/14 21:30	Baton Rouge	LA	Light	10 minutes	At least 20 bright orange/gold lights moving across the sky in Baton Rouge.	11/26/14
11/20/14 21:25	Macon	GA	Sphere	5-10 seconds	Initially, looked like a shooting star, that was immediatly upon us-went  from blue to glowing green-shot downward fast.	11/21/14
11/20/14 21:20	Snellville	GA	Fireball	5 seconds	Green ball of light with orange tip falling from the sky.	11/21/14
11/20/14 21:20	Grand Blanc	MI	Formation	1 minute	Grand Blanc, Mi., two lights not blinking in a staggered formation, low  altitude, and no sound.	11/21/14
11/20/14 21:17	Decatur	TN	Fireball	15 seconds	Tennessee, Meigs Co., Decatur green ball of light in sky.	11/21/14
11/20/14 20:40	Winter Haven	FL	Fireball		I noticed a fireball object with lights on it in the sky tonight, and it  stood very still for for almost 7 minutes.	11/21/14
11/20/14 20:00	Florence	AL	Light	3 seconds	My daughter and I were sitting at the traffic light at Cox Creek Pkwy and  Florence Blvd. facing S.W.? A large white light streaked.	11/26/14
11/20/14 20:00	Fox Island	WA	Triangle	30 seconds	FOX ISLAND, WA. WINGED TRIANGLE. TWO MIN FLAT BLACK SEEN BY ANYONE OUTSIDE  11/20/14.	11/21/14
11/20/14 19:30	Shinnston	WV	Other	2-4 minutes	Low altitude craft flies over car, and possible physical evidence.	11/26/14
11/20/14 19:00	Old Lyme	CT	Fireball	10 seconds	Falling "star" comet.	11/26/14
11/20/14 18:58	Tucson	AZ	Flash	30 seconds	3 flashing objects near Casino del Sol.	11/21/14
11/20/14 18:40	Little River	SC	Light	8 minutes	Multiple strobe like blinking objects headed northeast. Three lit up to  orange color and went out in sequence. Blinking objects cont..	11/21/14
11/20/14 18:20	Salinas	CA	Fireball	10 minutes	Four glowing orbs over Salinas, CA.	11/21/14
11/20/14 17:22	Creve Coeur	IL	Circle	110 seconds	Pulled into parents driveway when noticed up above across sky a red and  white bright round object like never seen before. Took video	11/26/14
11/20/14 17:00	Honolulu	HI	Light	2 hours	There is a bright white lighted object flying erratically above the Koko  head shooting range. I filmed over an hour of footage. The lig	11/21/14
11/20/14 16:35	Elkhorn	WI	Formation	30 minutes	Light formation in the sky for 30 minutes in Southeastern Wisconsin	11/21/14
11/20/14 14:30	Flintville	TN	Cigar	3 minutes	Three cigar shapes objects in the sky.	11/21/14
11/20/14 13:40	Concord	NH	Unknown	~5 minutes	Heard an incredibly loud booming and rumbling noise that faded and grew  loud again for about five minutes. I work from home and am use	11/21/14
11/20/14 10:00	Jacksonville	FL	Circle	30 seconds	Saw two black jets, bright reflective ball fell from sky, followed them  then ended up in front of them then shot straight up.	11/21/14
11/20/14 05:30	Topeka	KS	Light	5:31	"Satellite" that pulsed brightly 5 times.	11/21/14
11/19/14 23:05	Myrtle Beach	SC	Circle	25 seconds	An orange orb over Myrtle Beach was sighted two times in 3 days and I fear  for my safety.	11/21/14
11/19/14 22:00	Woodlake	CA	Flash	45 minutes	They have move very slow and still flashing.	11/21/14
11/19/14 22:00	Dubuque	IA	Unknown	2-3 minutes	If you ever watched animal planet and seen the deep sea jellyfish glowing  in the dark it was like that but shaped like big football.	11/26/14
11/19/14 20:57	Duarte	CA	Sphere	5 minutes	Three flickering red and yellow orbs.	11/21/14
11/19/14 20:18	Zephyrhills	FL	Sphere	28 seconds	11/19/14 20:18 pm Zephyrhills Fl sphere/oval 27 seconds huge reddish-orange  fiery shimmering west to south 100% clear skies landed	11/26/14
11/19/14 20:05	Fernley	NV	Triangle	8-10 seconds	THREE (3) very bright lights in elongated triangle shape travelling at low  speed wink out simultaneously.	11/21/14
11/19/14 19:50	Stringer	MS	Light	5 seconds	Small light travelling across sky got bright and instantly changed  direction and vanished.	11/21/14
11/19/14 17:00	Abington	PA	Light	5 minutes	Two orange, elongated, thin, objects, that slowly disappeared when plane  came.	11/26/14
11/19/14 17:00	Baton Rouge	LA	Circle	10-20 seconds	Orange light in sky over Baton Rouge.	11/21/14
